,index,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),High_Severity(ha),TSLF
1570,1570,COTTONWOOD,33.746,-116.822,2009,8,1028.43,15.48,0
144,144,COTTONWOOD,39.601,-120.193,1994,8,19387.89,9457.83,0
112,112,COTTONWOOD COMPLEX,38.005,-120.198,1990,9,1018.98,565.65,0
431,431,COUGAR,41.643,-121.436,2011,6,786.87,209.16,1
1403,1403,COUNTRY,34.027,-117.483,1998,8,543.87,0.27,2
555,555,COUNTY,38.683,-122.155,2018,6,37411.83,9948.6,0
997,997,COVE,35.65,-118.365,2011,5,573.57,54.0,1
527,527,COVE,41.279,-121.008,2017,7,12500.01,3113.01,0
1341,1341,COVINGTON,34.057,-116.3,1995,7,2207.97,0.0,0
1111,1111,COW,36.287,-118.209,2019,7,803.79,11.43,0
931,931,COYOTE,36.061,-118.894,2006,7,560.61,69.93,0
1121,1121,COYOTE,36.67474452,-120.9989679,2020,7,593.82,0.0,0
1464,1464,COYOTE,33.388,-116.582,2003,7,7776.09,2164.5,0
177,177,COYOTE,41.139,-123.879,1998,8,738.09,3.51,0
406,406,CRAIG,39.581,-121.347,2008,8,712.71,471.69,0
1668,1668,CRANSTON,33.715,-116.705,2018,7,5292.36,985.95,0
870,870,CRATER,37.917,-118.95,2001,8,2248.74,23.58,0
559,559,CREEK,40.486,-122.518,2018,6,544.59,26.1,1
309,309,CREEK,40.371,-120.701,2006,7,681.03,210.69,0
140,140,CREEK,38.066,-120.334,1994,8,604.98,290.97,0
869,869,CREEK,37.774,-120.236,2001,8,3965.13,1050.21,0
1090,1090,CREEK,38.121,-119.948,2017,9,870.57,19.62,5
1140,1140,CREEK,37.33285595,-119.2763844,2020,9,153659.34,67141.62,1
1662,1662,CREEK,34.294,-118.352,2017,12,6409.44,780.84,0
1122,1122,CREWS,37.01675957,-121.4539694,2020,7,2217.15,17.37,0
1342,1342,CROWDER,34.329,-117.471,1995,7,533.16,178.2,1
99,99,CROWDER MOUNTAIN,41.756,-120.549,1990,7,411.3,28.98,1
1583,1583,CROWN,34.576,-118.228,2010,7,5678.1,1268.1,1
1496,1496,CROWN COMPLEX (CROWN),34.454,-118.113,2004,7,5055.39,20.7,0
1495,1495,CROWN COMPLEX (FOOTHILL),34.37,-118.47,2004,7,2617.02,578.61,0
885,885,CROY,37.078,-121.763,2002,9,1257.3,383.94,1
143,143,CRYSTAL,39.517,-120.037,1994,8,2962.26,1813.41,0
368,368,CUB COMPLEX (CUB),40.194,-121.491,2008,6,8405.82,3144.42,0
1037,1037,CUESTA,35.356,-120.612,2015,8,977.94,221.58,0
1048,1048,CURRY,36.087,-120.45,2016,7,1149.3,44.37,0
1457,1457,CURVE,34.306,-117.815,2002,9,8324.01,894.15,0
1368,1368,CUYAMA,34.92,-119.672,1996,7,673.47,34.56,1
1534,1534,CUYAMA,35.05,-119.895,2006,10,424.89,0.45,2
1686,1686,CZU LIGHTNING COMPLEX,37.14747448,-122.2237692,2020,8,34941.6,18080.55,0
440,440,DALE,40.488,-122.483,2012,7,581.85,66.69,0
595,595,DALTON,41.72501425,-121.0601574,2020,7,542.52,0.09,0
167,167,DALTON 3,41.748,-121.063,1996,8,1184.13,7.47,0
904,904,DANA,38.598,-119.548,2004,6,1236.33,137.16,1
255,255,DARBY,38.195,-120.307,2001,9,5963.67,2558.52,0
1027,1027,DARK HOLE,37.815,-119.618,2014,7,453.15,46.44,1
873,873,DAVIS,35.689,-120.212,2002,6,883.44,22.59,0
1337,1337,DAWSON,33.762,-117.425,1995,7,1884.06,30.51,0
478,478,DAY,41.249,-121.296,2014,7,5564.34,2826.72,0
1532,1532,DAY,34.615,-118.971,2006,9,64631.88,24214.41,1
1208,1208,DECKER,34.071,-118.917,1985,10,2075.13,96.21,0
907,907,DEEP,36.174,-118.722,2004,8,1363.05,467.46,0
1047,1047,DEER,35.222,-118.688,2016,7,749.79,35.64,0
298,298,DEER,39.374,-122.844,2005,8,688.59,336.6,0
466,466,DEER,40.075,-121.859,2013,8,4802.94,138.33,0
674,674,DEER,36.871,-118.936,1986,9,4434.48,1429.74,2
1388,1388,DEL DIOS,33.084,-117.13,1997,9,488.7,178.29,0
894,894,DEL PUERTO,37.432,-121.402,2003,7,2606.94,20.61,0
18,18,DELTA,40.956,-122.452,1985,7,670.95,440.73,1
576,576,DELTA,41.007,-122.462,2018,9,25788.87,13677.12,1
1616,1616,DELUZ,33.362,-117.314,2013,10,953.19,152.37,3
668,668,DERBY ACRE,35.24,-119.545,1986,7,669.87,0.63,0
1077,1077,DERRICK,36.207,-120.464,2017,7,653.4,4.41,0
1078,1078,DETWILER,37.55,-120.121,2017,7,33374.52,858.06,0
235,235,DEVIL,40.395,-120.725,2001,5,1869.03,826.38,0
928,928,DEVIL,35.757,-119.997,2006,6,459.09,32.58,0
1288,1288,DEVIL,34.545,-118.671,1992,7,534.15,24.48,2
900,900,DEVIL,37.492,-121.572,2003,8,2014.56,82.44,0
617,617,DEVIL,41.92444387,-123.2334926,2020,9,3559.59,763.92,0
1323,1323,DEVILS,34.337,-117.102,1994,7,5169.51,84.33,0
1364,1364,DIEGO,33.588,-116.784,1996,7,479.79,259.92,0
1254,1254,DIVIDE,34.354,-118.392,1988,10,1604.97,501.48,2
842,842,DIVISION,36.937,-118.288,1999,3,1339.29,1.53,3
165,165,DIXIE FIRE,40.857,-120.921,1996,8,536.13,276.93,0
506,506,DODGE,40.951,-120.061,2015,8,4445.37,1411.56,0
422,422,DODGE COMPLEX (MENDIBOURNE),40.978,-120.371,2009,8,603.27,318.33,0
53,53,DOE,41.198,-122.725,1987,8,995.22,335.16,0
190,190,DOE MILL,39.757,-121.715,1999,8,4689.81,9.54,0
1265,1265,DOGPATCH 2,32.602,-116.512,1989,7,481.05,3.51,0
1131,1131,DOLAN,36.07113431,-121.462485,2020,8,50337.18,18466.11,0
1179,1179,DOME,35.2935454,-115.5846521,2020,8,17861.22,0.27,0
1101,1101,DONNELL,38.383,-119.822,2018,8,14626.62,6282.63,1
915,915,DOS AMIGOS,36.903,-120.823,2005,6,569.07,0.0,1
1369,1369,DOUBLE,33.729,-117.118,1996,8,551.97,3.96,0
644,644,DOUGHERTY,36.959,-118.626,1985,6,670.59,189.18,0
134,134,DOYLE,40.014,-120.136,1994,6,836.82,123.12,1
1361,1361,DRIP,33.47,-116.966,1996,6,481.5,58.32,0
535,535,DUTCHMAN,40.192,-123.348,2017,8,648.54,141.03,0
1290,1290,EAGLE,32.979,-116.748,1993,5,2340.72,16.56,0
1487,1487,EAGLE,33.481,-117.004,2004,5,3771.72,283.59,0
98,98,EAGLE,38.961,-122.508,1990,6,1015.11,1.44,1
565,565,EAGLE,41.268,-120.105,2018,7,856.17,118.98,0
94,94,EAGLE,40.216,-120.452,1989,7,1561.05,535.32,1
1587,1587,EAGLE,33.314,-116.478,2011,7,5967.81,9.72,1
6,6,EAGLE,41.26,-120.12,1984,8,700.83,15.39,0
909,909,EARLY,37.886,-119.946,2004,8,696.69,360.72,1
185,185,EAST,41.752,-123.34,1999,7,519.3,197.01,1
1498,1498,EAST,34.597,-118.691,2004,8,568.53,20.61,1
48,48,EAST,40.837,-123.022,1987,8,4261.5,1062.54,0
1677,1677,EASY,34.267,-118.829,2019,10,846.27,8.64,0
1105,1105,EDEN,36.409,-118.733,2018,10,731.07,63.63,7
1404,1404,EDNA,33.896,-116.995,1998,10,11151.36,2421.27,0
476,476,EILER,40.799,-121.558,2014,7,12534.3,6775.47,0
1344,1344,EL MONTE,32.914,-116.782,1995,8,3433.32,996.3,0
1026,1026,EL PORTAL,37.711,-119.78,2014,7,2010.87,655.65,0
1255,1255,EL TORRO,33.738,-117.369,1988,12,430.11,0.0,0
1332,1332,ELK,35.028,-119.506,1995,6,733.05,27.9,1
328,328,ELK COMPLEX (ELK),41.617,-123.279,2007,7,551.79,129.06,0
329,329,ELK COMPLEX (KING CREEK 2),41.681,-123.414,2007,7,5746.05,1422.81,0
330,330,ELK COMPLEX (LITTLE GRIDER),41.804,-123.412,2007,7,970.47,145.62,0
744,744,ELK HILLS 2,35.328,-119.569,1993,5,2175.66,7.47,0
65,65,ELK LICK,41.849,-123.551,1987,8,587.61,54.18,0
1411,1411,ELLIOT,34.336,-117.413,1999,7,931.77,11.79,0
1064,1064,ELM 2,36.075,-120.405,2017,5,4357.44,27.63,1
1527,1527,EMERALD,34.092,-117.057,2006,8,851.49,100.89,0
1520,1520,EMPIRE,33.41,-118.453,2006,7,387.99,0.99,0
1084,1084,EMPIRE,37.654,-119.588,2017,8,3920.76,825.84,0
1044,1044,ERSKINE,35.569,-118.334,2016,6,19454.31,171.27,0
1533,1533,ESPERANZA,33.861,-116.879,2006,10,16414.29,1121.94,0
1618,1618,ETIWANDA,34.169,-117.543,2014,4,759.69,2.25,1
1330,1330,EXCELSIOR,33.945,-116.742,1995,6,827.91,23.76,0
976,976,EXPLOSIVE,37.669,-121.502,2009,6,868.86,7.92,0
416,416,FAIRFIELD,40.526,-121.349,2009,8,577.8,38.43,0
1315,1315,FAIRVIEW,33.692,-116.867,1994,6,677.34,2.25,0
1614,1614,FALLS,33.637,-117.393,2013,8,638.19,111.24,0
686,686,FAY,35.765,-118.286,1987,8,4117.86,738.09,0
1605,1605,FELIPE,33.12,-116.542,2013,5,1198.26,32.76,0
1259,1259,FERGUSON,33.007,-114.502,1989,5,453.87,12.6,1
1098,1098,FERGUSON,37.635,-119.807,2018,7,38801.34,15316.02,1
1227,1227,FERGUSONLK,32.999,-114.505,1987,5,475.2,0.09,1
88,88,FERN,40.657,-121.874,1988,9,2628.18,1272.42,2
1212,1212,FERNDALE,34.413,-119.149,1985,10,18912.06,581.58,6
802,802,FIFTY-EIGHT,35.344,-120.276,1996,8,38325.15,7145.82,0
660,660,FINLEY,37.158,-121.576,1985,7,759.24,93.69,0
104,104,FINLEY,40.339,-121.811,1990,8,8903.34,1332.36,0
1635,1635,FISH,34.181,-117.939,2016,6,1833.75,98.46,0
1011,1011,FISH,37.124,-118.275,2012,7,450.09,0.18,0
1019,1019,FISH,36.23,-118.427,2013,8,865.35,271.26,0
871,871,FISH,40.036,-119.993,2001,8,3839.85,195.3,10
1236,1236,FISH,34.664,-119.152,1987,10,1639.62,330.39,1
913,913,FIVE,36.489,-120.458,2005,6,1059.3,24.84,0
621,621,FK 1817,36.074,-120.188,1984,3,592.2,70.83,2
442,442,FLAT,40.792,-123.335,2012,7,741.78,109.44,1
624,624,FLAT TOP,35.899,-120.134,1984,5,2706.75,477.09,0
332,332,FLETCHER,41.971,-120.545,2007,7,2680.92,979.74,1
37,37,FLUME,40.404,-123.339,1987,8,4935.33,1052.28,0
1333,1333,FOREST GATE,32.592,-116.489,1995,7,493.92,89.64,0
538,538,FORK,40.845,-123.01,2017,8,1344.87,423.63,0
162,162,FORK,39.202,-122.744,1996,8,33670.17,13740.84,0
616,616,FORK,38.98710069,-120.4242487,2020,9,674.19,177.21,0
259,259,FORKS,41.273,-123.321,2002,6,600.84,196.65,0
979,979,FORKS,37.28,-118.584,2009,7,1187.19,219.42,0
454,454,FORT COMPLEX,41.903,-123.22,2012,8,9865.26,3072.78,0
66,66,FORT COPPER,41.898,-123.22,1987,8,14703.48,3721.86,0
1148,1148,FORT PIUTE,35.259,-115.023,1994,6,2569.59,0.18,2
276,276,FORTY,38.916,-122.282,2003,9,529.74,0.36,0
124,124,FOUNTAIN,40.846,-121.852,1992,8,25231.95,16714.17,1
69,69,FOUTS,39.353,-122.771,1987,9,6836.76,1821.42,0
615,615,FOX,41.23970758,-122.8534927,2020,9,808.11,146.79,0
672,672,FREDRICKSBURG,38.83,-119.808,1986,7,1455.57,313.02,1
297,297,FREDS,38.787,-120.318,2004,10,3297.06,1952.64,10
1566,1566,FREEWAY COMPLEX,33.919,-117.753,2008,11,11877.3,3421.44,0
1351,1351,FREEWAY FIRE NO II,34.442,-118.38,1995,10,483.93,0.0,0
1025,1025,FRENCH,37.294,-119.36,2014,7,5882.76,2798.01,0
292,292,FRENCH,40.74,-122.703,2004,8,5537.25,1267.02,1
40,40,FRIENDLY,40.501,-123.307,1987,8,1406.34,366.48,0
681,681,FROG,38.019,-119.751,1987,6,1396.35,131.67,1
502,502,FROG,41.41,-121.381,2015,7,2127.33,179.64,1
728,728,FROG CREEK,37.98,-119.783,1991,9,1201.77,86.94,8
1671,1671,FRONT,35.119,-120.097,2018,8,455.76,31.59,1
187,187,FRRD COMPLEX (BEAN),39.628,-121.299,1999,8,775.08,251.73,0
189,189,FRRD COMPLEX (DEVILS GAP),39.707,-121.037,1999,8,628.47,248.49,0
1009,1009,GAINES,37.51,-120.151,2012,6,716.94,69.93,0
13,13,GANN,38.095,-120.754,1985,7,407.52,56.61,0
1561,1561,GAP,34.485,-119.866,2008,7,3792.78,552.06,3
246,246,GAP,39.301,-120.626,2001,8,965.7,702.0,0
518,518,GAP,41.856,-123.036,2016,8,13736.52,4212.27,1
1071,1071,GARDEN,35.518,-118.645,2017,7,598.77,34.29,0
1154,1154,GARLOCK 2,35.363,-117.793,1998,8,621.27,0.0,23
708,708,GARNET,36.877,-119.011,1988,8,589.23,68.85,2
1074,1074,GARZA,35.957,-120.299,2017,7,19587.42,759.87,0
1649,1649,GATE,32.654,-116.829,2017,5,917.19,38.34,1
169,169,GATES,38.395,-122.055,1996,10,612.54,1.08,0
905,905,GATOS,36.237,-120.573,2004,7,407.97,0.18,0
1439,1439,GAVILAN,33.395,-117.268,2002,2,2341.44,14.94,0
1491,1491,GAVIOTA,34.487,-120.196,2004,6,3083.76,205.83,1
1604,1604,GENERAL,33.041,-116.498,2013,5,578.88,1.35,0
1008,1008,GEORGE,36.167,-118.473,2012,6,759.69,198.27,0
1097,1097,GEORGES,36.65,-118.233,2018,7,1215.0,40.86,0
679,679,GERBER,37.513,-121.355,1987,5,566.37,2.52,1
294,294,GEYSERS,38.729,-122.746,2004,9,4886.28,1199.25,1
116,116,GEYSERS,38.765,-122.787,1991,10,2020.32,414.18,8
778,778,GILBREATH,35.688,-119.611,1995,7,554.49,92.25,1
799,799,GILBRETH,35.674,-119.596,1996,7,1896.66,91.35,0
1317,1317,GILMAN,33.82,-116.947,1994,6,859.68,56.34,0
1322,1322,GILMAN,33.929,-117.074,1994,7,874.35,3.6,0
1589,1589,GILMAN,33.929,-117.08,2011,8,429.93,1.35,1
409,409,GLADDING,38.916,-121.252,2008,9,418.5,47.61,0
54,54,GLASGOW,41.239,-123.211,1987,8,5462.37,1486.35,0
614,614,GLASS,38.53799987,-122.5461373,2020,9,27217.44,10561.05,0
984,984,GLORIA,36.463,-121.292,2009,8,2704.59,84.33,0
1424,1424,GLORIA,32.589,-116.443,1999,10,213.66,0.99,0
228,228,GOAT,40.437,-120.782,2000,7,493.38,377.73,0
495,495,GOBBLER,40.346,-123.441,2015,7,3464.73,677.7,0
600,600,GOLD,41.06383926,-120.816197,2020,7,9125.91,1598.04,1
1167,1167,GOLDEN,36.03,-116.594,2007,4,834.75,0.0,2
863,863,GOLDEN,38.536,-119.529,2000,8,700.92,208.26,10
945,945,GOLDLEDGE,35.878,-118.428,2007,6,1686.78,245.16,0
929,929,GOODALE,36.96,-118.283,2006,6,1717.56,0.0,1
800,800,GOOSE,35.705,-119.635,1996,7,674.91,57.87,0
1050,1050,GOOSE,37.015,-119.466,2016,7,1008.18,9.54,1
654,654,GORDA-RAT,36.066,-121.461,1985,7,19982.25,5739.75,0
1366,1366,GORGE,34.592,-118.773,1996,7,694.62,138.78,0
1540,1540,GORMAN,34.758,-118.812,2007,5,1053.72,2.16,1
1512,1512,GORMAN,34.811,-118.877,2005,9,987.66,195.48,1
1117,1117,GRADE,36.55394741,-119.1725198,2020,6,418.86,0.0,0
1293,1293,GRADE,33.222,-116.439,1993,6,663.3,1.62,0
1233,1233,GRADE,33.181,-117.042,1987,10,892.71,44.55,0
1355,1355,GRAND,34.426,-118.98,1996,4,4241.52,89.82,1
1610,1610,GRAND,34.789,-118.911,2013,5,1831.41,348.48,1
1480,1480,GRAND PRIX,34.186,-117.473,2003,10,20557.17,5079.6,0
813,813,GRANITE,35.537,-118.953,1997,5,585.09,167.13,0
856,856,GRANITE,37.716,-120.248,2000,7,776.79,144.72,1
592,592,GRANT FIRE,38.56711914,-121.1545024,2020,6,2043.36,41.94,0
1468,1468,GRAPEVINE,34.902,-118.91,2003,7,790.83,83.52,1
726,726,GRAPEVINE,36.552,-119.083,1990,10,958.41,0.27,11
1554,1554,GRASS VALLEY,34.267,-117.228,2007,10,593.91,80.73,0
241,241,GRASSHOPPER,40.81,-120.727,2001,7,445.14,3.42,0
1591,1591,GREAT,33.06,-116.502,2011,10,914.58,140.49,7
1440,1440,GREEN,33.852,-117.685,2002,2,819.63,31.86,3
1304,1304,GREEN MEADOWS,34.114,-118.977,1993,10,15423.3,412.29,0
173,173,GREENRIDGE 6,37.831,-121.716,1998,5,593.82,218.97,3
1625,1625,GRENADE,33.404,-117.514,2015,4,668.79,30.51,0
1539,1539,GRIFFITH PARK,34.134,-118.311,2007,5,463.41,115.74,0
1184,1184,GRIMES FIRE,34.331,-118.964,1984,5,4418.01,1230.03,0
277,277,GRINDSTONE COMPLEX (DEAFY),39.504,-122.821,2003,9,1984.32,1021.95,0
278,278,GRINDSTONE COMPLEX (HAPPY CAMP),39.531,-122.727,2003,9,859.5,89.37,0
973,973,GROUSE,37.687,-119.686,2009,5,1248.21,171.18,1
953,953,GROUSE,36.285,-118.428,2007,8,433.44,168.66,1
815,815,GROVE,36.924,-119.714,1997,5,607.5,10.89,1
1297,1297,GUEJITO,33.12,-116.953,1993,10,6936.39,1550.52,0
1576,1576,GUIBERSON,34.351,-118.882,2009,9,7831.53,37.44,1
480,480,GULCH,41.476,-120.924,2014,7,560.07,10.98,0
46,46,GULCH,40.658,-123.466,1987,8,2652.3,970.56,0
61,61,GULCH,41.758,-123.284,1987,8,4442.58,477.54,0
120,120,GULCH,38.181,-120.477,1992,8,7288.92,4037.04,0
488,488,GULCH,40.711,-122.164,2014,9,557.19,121.41,9
410,410,GULCH,40.38,-122.946,2008,9,1190.16,356.13,10
215,215,GUN 2,40.179,-121.804,1999,9,24764.76,4075.02,0
153,153,GUNTLEY,39.207,-123.103,1995,10,950.58,88.83,0
1158,1158,HACKBERRY COMPLEX,35.086,-115.317,2005,6,28258.38,37.98,1
14,14,HAL JNCT 2,39.769,-120.013,1985,7,961.2,101.34,0
765,765,HALLELUJAH,39.809,-119.966,1994,7,460.35,17.64,1
1162,1162,HALLORAN,35.392,-115.775,2005,8,422.46,0.0,0
1395,1395,HALOWEEN,34.706,-120.577,1997,10,467.37,54.18,9
693,693,HAMM,37.796,-120.06,1987,8,15918.3,7529.22,1
314,314,HANCOCK,41.426,-123.306,2006,7,9427.68,1541.16,0
1155,1155,HAPPY,36.067,-117.059,2000,7,2420.73,168.84,36
486,486,HAPPY CAMP COMPLEX,41.707,-123.196,2014,8,47952.45,17658.0,1
257,257,HAPPY CAMP COMPLEX (SWILLUP),41.625,-123.539,2001,9,3531.6,613.17,1
977,977,HARDEN,37.893,-119.694,2009,6,672.57,104.76,1
299,299,HARDING,39.635,-120.321,2005,8,955.26,293.67,0
1374,1374,HARMONY,33.095,-117.191,1996,10,3772.71,535.59,0
1431,1431,HARRIS,34.781,-120.486,2000,9,3753.27,460.44,4
1546,1546,HARRIS,32.646,-116.771,2007,10,36526.86,3380.94,0
1510,1510,HARVARD,34.215,-118.295,2005,9,415.17,6.12,0
570,570,HAT,40.998,-121.489,2018,8,798.3,225.0,0
419,419,HAT CREEK COMPLEX (BROWN),40.833,-121.534,2009,8,746.37,129.6,0
418,418,HAT CREEK COMPLEX (SUGARLOAF),40.702,-121.439,2009,8,3896.91,1533.33,0
1611,1611,HATHAWAY,34.024,-116.801,2013,6,1562.67,741.51,1
1467,1467,HAUSER,34.564,-118.294,2003,7,865.26,149.4,0
707,707,HAVILAH,35.473,-118.553,1988,8,572.58,73.89,0
539,539,HAYPRESS,41.465,-123.427,2017,8,8872.29,1859.49,0
537,537,HELENA,40.775,-123.062,2017,8,7570.8,2056.5,0
455,455,HELLO,41.962,-123.228,2012,8,444.96,88.83,1
385,385,HELLS HALF FIRE (HALF),40.763,-123.56,2008,6,6016.23,847.62,0
1434,1434,HEMLOCK,34.17,-117.065,2001,6,446.94,137.16,1
1380,1380,HEMLOCK,34.17,-117.211,1997,7,1657.26,125.37,0
603,603,HENNESSEY,38.61777795,-122.2386775,2020,8,123185.25,29471.4,0
87,87,HERMIT,40.184,-123.045,1988,9,3106.26,1221.3,0
911,911,HETCHY,37.964,-119.727,2004,10,831.15,182.25,8
971,971,HIDDEN,36.603,-118.829,2008,9,1498.41,288.36,1
1062,1062,HIDDEN,36.267,-118.637,2016,11,936.81,111.69,5
234,234,HIDDEN,38.753,-122.571,2000,11,1221.3,0.0,6
21,21,HIDDEN VALLEY,38.805,-122.527,1985,9,827.1,10.35,1
307,307,HIGH,41.446,-121.309,2006,6,1182.15,48.24,1
1159,1159,HIGH,35.093,-118.384,2005,7,417.06,5.31,0
208,208,HIGH COMPLEX,40.967,-122.324,1999,8,1331.91,244.17,0
1595,1595,HIGHLAND,33.848,-116.959,2012,6,882.0,113.4,2
1627,1627,HIGHWAY,33.907,-117.624,2015,4,490.41,259.38,2
1067,1067,HIGHWAY,35.586,-118.574,2017,6,686.07,2.25,0
865,865,HIGHWAY,36.781,-119.089,2001,7,1680.3,388.35,0
877,877,HIGHWAY 58,35.433,-120.527,2002,7,563.22,171.45,0
258,258,HIGHWAY 70,39.751,-121.481,2001,10,669.06,417.96,8
1066,1066,HILL,35.405,-120.481,2017,6,765.9,27.0,0
1590,1590,HILL,34.368,-117.448,2011,9,540.72,37.44,1
1674,1674,HILL,34.207,-118.953,2018,11,1791.18,38.34,10
1126,1126,HILLS,35.97781184,-120.3001306,2020,8,849.6,0.0,0
847,847,HIRAM,38.442,-119.912,1999,8,1141.65,213.12,1
142,142,HIRSCHDALE,39.399,-120.065,1994,8,515.7,93.15,0
569,569,HIRZ,40.984,-122.279,2018,8,18899.37,3800.34,0
597,597,HOG,40.42023066,-120.8050785,2020,7,3848.58,2114.91,0
118,118,HOG 2,40.221,-122.034,1992,7,583.38,0.0,1
1651,1651,HOLCOMB,34.314,-116.837,2017,6,612.09,7.56,1
1413,1413,HOLSER,34.461,-118.728,1999,7,1023.48,4.14,0
1685,1685,HOLSER,34.45758441,-118.7324555,2020,8,882.81,73.08,0
1670,1670,HOLY,33.704,-117.468,2018,8,9246.69,2403.72,0
1353,1353,HONEY,32.683,-116.806,1996,1,1285.11,274.23,3
1472,1472,HONEYDEW,40.161,-124.134,2003,9,5124.42,1442.25,1
780,780,HONOLULU,35.248,-119.521,1995,8,1257.21,0.0,0
1385,1385,HOPPER,34.476,-118.816,1997,8,9743.49,2049.84,0
770,770,HORIZON,37.655,-119.536,1994,8,1222.65,109.35,2
1630,1630,HORNO,33.346,-117.461,2015,8,628.38,8.01,0
1519,1519,HORSE,32.717,-116.622,2006,7,6764.4,2028.78,0
168,168,HORSE,41.906,-121.286,1996,8,1052.46,2.97,2
52,52,HOTELLING,41.193,-123.289,1987,8,7129.53,1209.24,0
303,303,HOTLUM,41.512,-122.315,2006,2,1282.86,39.51,4
315,315,HOY,41.487,-122.397,2006,7,556.83,82.26,0
1653,1653,HUDSON,34.948,-119.465,2017,7,480.42,67.59,0
353,353,HUMBOLDT,39.703,-121.683,2008,6,9615.96,1211.31,0
1559,1559,HUMBOLDT COMPLEX (PARADISE),40.117,-124.052,2008,6,496.35,12.42,1
1211,1211,HUMMINGBIRD,34.284,-118.648,1985,10,981.63,6.48,0
731,731,HUNTER,37.614,-120.197,1992,5,559.44,170.64,1
308,308,HUNTER,39.662,-122.927,2006,7,6782.85,1129.05,0
862,862,HUNTER,37.613,-120.173,2000,8,3131.64,616.5,0
966,966,HWY 140,37.333,-120.13,2008,6,512.28,0.0,0
154,154,HWY 149,39.556,-121.64,1995,10,797.49,35.91,9
789,789,HWY 33 II,35.807,-120.016,1996,5,1357.56,3.06,0
790,790,HWY 41,35.901,-119.999,1996,5,2110.77,206.46,0
1338,1338,HWY 62,33.955,-116.617,1995,7,484.02,0.0,0
249,249,HYAMPOM,40.578,-123.222,2001,8,480.6,172.89,0
888,888,I-5,36.877,-120.963,2003,6,445.32,0.0,0
922,922,I-5,36.818,-120.804,2005,8,1547.46,311.13,1
727,727,ILL,37.704,-119.542,1991,9,1253.34,387.09,0
1486,1486,INDIA,33.381,-117.318,2004,5,864.9,78.39,0
627,627,INDIAN,38.817,-119.693,1984,6,1832.31,495.18,0
1170,1170,INDIAN,35.708,-117.968,2010,7,769.32,21.42,0
1081,1081,INDIAN,36.25,-118.292,2017,8,990.99,328.68,0
33,33,INDIAN,39.551,-120.968,1987,8,3563.37,2093.76,0
1015,1015,INDIAN,37.956,-118.848,2012,8,5124.15,50.13,10
1541,1541,INKOPAH,32.609,-116.057,2007,6,456.12,0.09,1
197,197,INKS,40.296,-122.14,1999,8,2469.33,4.95,0
882,882,INYO COMPLEX (FULLER),37.104,-118.374,2002,7,2709.45,103.05,0
950,950,INYO COMPLEX (OAK),36.848,-118.279,2007,7,11512.8,622.53,0
